file_name,iso,analog_gain,digital_gain,red_gain,blue_gain,shutter_speed (microseconds)
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_1_2025-01-07_165143_.jpg,0,8.0,1.30078125,2.2890625,2.6796875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_2_2025-01-07_165149_.jpg,0,8.0,1.40625,2.27734375,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_3_2025-01-07_165154_.jpg,0,8.0,1.31640625,2.26171875,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_4_2025-01-07_165159_.jpg,0,8.0,1.4140625,2.3125,2.6015625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_5_2025-01-07_165205_.jpg,0,8.0,1.44921875,2.27734375,2.6640625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_6_2025-01-07_165210_.jpg,0,8.0,1.4140625,2.2578125,2.6875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_7_2025-01-07_165216_.jpg,0,8.0,1.30078125,2.296875,2.671875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_8_2025-01-07_165221_.jpg,0,8.0,1.30078125,2.30859375,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_9_2025-01-07_165226_.jpg,0,8.0,1.31640625,2.28515625,2.6796875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_10_2025-01-07_165231_.jpg,0,8.0,1.31640625,2.2890625,2.63671875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_11_2025-01-07_165237_.jpg,0,8.0,1.30078125,2.30859375,2.64453125,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_12_2025-01-07_165242_.jpg,0,8.0,1.31640625,2.2890625,2.64453125,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_13_2025-01-07_165247_.jpg,0,8.0,1.31640625,2.30859375,2.59765625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_14_2025-01-07_165252_.jpg,0,8.0,1.31640625,2.2890625,2.6640625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_15_2025-01-07_165257_.jpg,0,8.0,1.31640625,2.26953125,2.62890625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_16_2025-01-07_165303_.jpg,0,8.0,1.31640625,2.27734375,2.65625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_17_2025-01-07_165308_.jpg,0,8.0,1.31640625,2.2890625,2.66796875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_18_2025-01-07_165313_.jpg,0,8.0,1.4140625,2.2734375,2.63671875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_19_2025-01-07_165318_.jpg,0,8.0,1.40625,2.26953125,2.66015625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_20_2025-01-07_165324_.jpg,0,8.0,1.4140625,2.28515625,2.6640625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_21_2025-01-07_165329_.jpg,0,8.0,1.31640625,2.26171875,2.65234375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_22_2025-01-07_165335_.jpg,0,8.0,1.31640625,2.28125,2.66015625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_23_2025-01-07_165340_.jpg,0,8.0,1.40625,2.31640625,2.625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_24_2025-01-07_165345_.jpg,0,8.0,1.31640625,2.29296875,2.671875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_25_2025-01-07_165350_.jpg,0,8.0,1.31640625,2.296875,2.66796875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_26_2025-01-07_165356_.jpg,0,8.0,1.4140625,2.28125,2.63671875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_27_2025-01-07_165401_.jpg,0,8.0,1.4140625,2.28125,2.6796875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_28_2025-01-07_165407_.jpg,0,8.0,1.31640625,2.31640625,2.6328125,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_29_2025-01-07_165412_.jpg,0,8.0,1.31640625,2.2890625,2.66015625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_30_2025-01-07_165417_.jpg,0,8.0,1.4140625,2.30078125,2.66015625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_31_2025-01-07_165422_.jpg,0,8.0,1.31640625,2.296875,2.58984375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_32_2025-01-07_165428_.jpg,0,8.0,1.31640625,2.3046875,2.6171875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_33_2025-01-07_165433_.jpg,0,8.0,1.31640625,2.26171875,2.69921875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_34_2025-01-07_165438_.jpg,0,8.0,1.31640625,2.28515625,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_35_2025-01-07_165443_.jpg,0,8.0,1.31640625,2.29296875,2.66796875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_36_2025-01-07_165448_.jpg,0,8.0,1.31640625,2.30078125,2.59375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_37_2025-01-07_165454_.jpg,0,8.0,1.31640625,2.30078125,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_38_2025-01-07_165459_.jpg,0,8.0,1.31640625,2.32421875,2.61328125,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_39_2025-01-07_165504_.jpg,0,8.0,1.31640625,2.2734375,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_40_2025-01-07_165509_.jpg,0,8.0,1.31640625,2.30859375,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_41_2025-01-07_165514_.jpg,0,8.0,1.4140625,2.2578125,2.68359375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_42_2025-01-07_165520_.jpg,0,8.0,1.31640625,2.296875,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_43_2025-01-07_165525_.jpg,0,8.0,1.31640625,2.3046875,2.66015625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_44_2025-01-07_165530_.jpg,0,8.0,1.4140625,2.234375,2.5859375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_45_2025-01-07_165536_.jpg,0,8.0,1.31640625,2.4140625,2.40234375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_46_2025-01-07_165541_.jpg,0,8.0,1.30078125,2.37890625,2.4453125,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_47_2025-01-07_165546_.jpg,0,8.0,1.30078125,2.31640625,2.5859375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_48_2025-01-07_165551_.jpg,0,8.0,1.4140625,2.26953125,2.6328125,30901
